# FONLL heavy quark hadroproduction cross section, calculated on Thu Jun 17 11:30:49 CEST 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = lepton. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 20
# ptmax = 100
# ymin  = -5
# ymax  = 5
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dy (pb)
y central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
-3.5000 3.1050e+05 2.5239e+05 3.8870e+05 2.5450e+05 3.8710e+05 2.9910e+05 3.2220e+05 3.0000e+05 3.2100e+05 3.5840e+05 2.7690e+05 3.3310e+05 2.5450e+05 3.8710e+05 2.8020e+05
-3.4000 3.4420e+05 2.8026e+05 4.3032e+05 2.8240e+05 4.2870e+05 3.3170e+05 3.5700e+05 3.3360e+05 3.5480e+05 3.9630e+05 3.0760e+05 3.6970e+05 2.8240e+05 4.2870e+05 3.1000e+05
-3.3000 3.7930e+05 3.0907e+05 4.7360e+05 3.1130e+05 4.7190e+05 3.6560e+05 3.9330e+05 3.6830e+05 3.9030e+05 4.3570e+05 3.3960e+05 4.0770e+05 3.1130e+05 4.7190e+05 3.4100e+05
-3.2000 4.1560e+05 3.3904e+05 5.1841e+05 3.4140e+05 5.1660e+05 4.0080e+05 4.3080e+05 4.0390e+05 4.2730e+05 4.7620e+05 3.7270e+05 4.4720e+05 3.4140e+05 5.1660e+05 3.7300e+05
-3.1000 4.5290e+05 3.6975e+05 5.6454e+05 3.7230e+05 5.6260e+05 4.3690e+05 4.6930e+05 4.4020e+05 4.6560e+05 5.1790e+05 4.0690e+05 4.8790e+05 3.7230e+05 5.6260e+05 4.0590e+05
-3.0000 4.9120e+05 4.0113e+05 6.1172e+05 4.0390e+05 6.0960e+05 4.7400e+05 5.0880e+05 4.7720e+05 5.0520e+05 5.6050e+05 4.4210e+05 5.2960e+05 4.0390e+05 6.0960e+05 4.3950e+05
-2.9000 5.3010e+05 4.3315e+05 6.5986e+05 4.3620e+05 6.5750e+05 5.1170e+05 5.4910e+05 5.1450e+05 5.4580e+05 6.0370e+05 4.7790e+05 5.7220e+05 4.3620e+05 6.5750e+05 4.7370e+05
-2.8000 5.6960e+05 4.6553e+05 7.0870e+05 4.6890e+05 7.0610e+05 5.5000e+05 5.8980e+05 5.5210e+05 5.8720e+05 6.4750e+05 5.1430e+05 6.1540e+05 4.6890e+05 7.0610e+05 5.0830e+05
-2.7000 6.0950e+05 4.9812e+05 7.5788e+05 5.0190e+05 7.5500e+05 5.8860e+05 6.3090e+05 5.8970e+05 6.2920e+05 6.9150e+05 5.5100e+05 6.5910e+05 5.0190e+05 7.5500e+05 5.4310e+05
-2.6000 6.4950e+05 5.3087e+05 8.0730e+05 5.3510e+05 8.0410e+05 6.2730e+05 6.7210e+05 6.2730e+05 6.7160e+05 7.3570e+05 5.8800e+05 7.0290e+05 5.3510e+05 8.0410e+05 5.7810e+05
-2.5000 6.8950e+05 5.6361e+05 8.5677e+05 5.6830e+05 8.5320e+05 6.6610e+05 7.1340e+05 6.6480e+05 7.1420e+05 7.7970e+05 6.2500e+05 7.4680e+05 5.6830e+05 8.5320e+05 6.1290e+05
-2.4000 7.2930e+05 5.9609e+05 9.0605e+05 6.0130e+05 9.0210e+05 7.0470e+05 7.5440e+05 7.0180e+05 7.5670e+05 8.2350e+05 6.6190e+05 7.9050e+05 6.0130e+05 9.0210e+05 6.4750e+05
-2.3000 7.6870e+05 6.2828e+05 9.5476e+05 6.3400e+05 9.5040e+05 7.4300e+05 7.9500e+05 7.3850e+05 7.9890e+05 8.6680e+05 6.9840e+05 8.3390e+05 6.3400e+05 9.5040e+05 6.8180e+05
-2.2000 8.0760e+05 6.5991e+05 1.0029e+06 6.6620e+05 9.9810e+05 7.8070e+05 8.3510e+05 7.7450e+05 8.4060e+05 9.0950e+05 7.3460e+05 8.7670e+05 6.6620e+05 9.9810e+05 7.1550e+05
-2.1000 8.4570e+05 6.9105e+05 1.0502e+06 6.9790e+05 1.0450e+06 8.1770e+05 8.7440e+05 8.0980e+05 8.8170e+05 9.5120e+05 7.7000e+05 9.1870e+05 6.9790e+05 1.0450e+06 7.4850e+05
-2.0000 8.8300e+05 7.2135e+05 1.0967e+06 7.2880e+05 1.0910e+06 8.5390e+05 9.1280e+05 8.4420e+05 9.2180e+05 9.9200e+05 8.0470e+05 9.5980e+05 7.2880e+05 1.0910e+06 7.8080e+05
-1.9000 9.1930e+05 7.5096e+05 1.1412e+06 7.5900e+05 1.1350e+06 8.8910e+05 9.5020e+05 8.7770e+05 9.6100e+05 1.0320e+06 8.3850e+05 9.9980e+05 7.5900e+05 1.1350e+06 8.1210e+05
-1.8000 9.5460e+05 7.7955e+05 1.1846e+06 7.8820e+05 1.1780e+06 9.2340e+05 9.8650e+05 9.1010e+05 9.9910e+05 1.0700e+06 8.7140e+05 1.0390e+06 7.8820e+05 1.1780e+06 8.4250e+05
-1.7000 9.8860e+05 8.0726e+05 1.2272e+06 8.1650e+05 1.2200e+06 9.5640e+05 1.0220e+06 9.4140e+05 1.0360e+06 1.1070e+06 9.0330e+05 1.0770e+06 8.1650e+05 1.2200e+06 8.7180e+05
-1.6000 1.0210e+06 8.3388e+05 1.2675e+06 8.4360e+05 1.2600e+06 9.8810e+05 1.0550e+06 9.7140e+05 1.0710e+06 1.1430e+06 9.3380e+05 1.1130e+06 8.4360e+05 1.2600e+06 8.9990e+05
-1.5000 1.0520e+06 8.5909e+05 1.3061e+06 8.6940e+05 1.2980e+06 1.0180e+06 1.0870e+06 9.9990e+05 1.1050e+06 1.1760e+06 9.6300e+05 1.1470e+06 8.6940e+05 1.2980e+06 9.2660e+05
-1.4000 1.0820e+06 8.8292e+05 1.3424e+06 8.9390e+05 1.3340e+06 1.0470e+06 1.1180e+06 1.0270e+06 1.1370e+06 1.2090e+06 9.9070e+05 1.1800e+06 8.9390e+05 1.3340e+06 9.5200e+05
-1.3000 1.1100e+06 9.0566e+05 1.3776e+06 9.1710e+05 1.3690e+06 1.0740e+06 1.1460e+06 1.0530e+06 1.1670e+06 1.2390e+06 1.0170e+06 1.2110e+06 9.1710e+05 1.3690e+06 9.7600e+05
-1.2000 1.1360e+06 9.2713e+05 1.4102e+06 9.3890e+05 1.4010e+06 1.1000e+06 1.1730e+06 1.0770e+06 1.1960e+06 1.2670e+06 1.0420e+06 1.2400e+06 9.3890e+05 1.4010e+06 9.9850e+05
-1.1000 1.1610e+06 9.4667e+05 1.4404e+06 9.5920e+05 1.4310e+06 1.1240e+06 1.1990e+06 1.0990e+06 1.2220e+06 1.2940e+06 1.0650e+06 1.2670e+06 9.5920e+05 1.4310e+06 1.0190e+06
-1.0000 1.1830e+06 9.6510e+05 1.4688e+06 9.7790e+05 1.4590e+06 1.1450e+06 1.2220e+06 1.1200e+06 1.2460e+06 1.3180e+06 1.0860e+06 1.2920e+06 9.7790e+05 1.4590e+06 1.0390e+06
-0.9000 1.2040e+06 9.8168e+05 1.4941e+06 9.9500e+05 1.4840e+06 1.1650e+06 1.2430e+06 1.1390e+06 1.2690e+06 1.3410e+06 1.1050e+06 1.3150e+06 9.9500e+05 1.4840e+06 1.0560e+06
-0.8000 1.2220e+06 9.9674e+05 1.5175e+06 1.0100e+06 1.5070e+06 1.1840e+06 1.2620e+06 1.1560e+06 1.2890e+06 1.3610e+06 1.1230e+06 1.3360e+06 1.0100e+06 1.5070e+06 1.0720e+06
-0.7000 1.2390e+06 1.0102e+06 1.5376e+06 1.0240e+06 1.5270e+06 1.2000e+06 1.2790e+06 1.1710e+06 1.3070e+06 1.3790e+06 1.1380e+06 1.3540e+06 1.0240e+06 1.5270e+06 1.0860e+06
-0.6000 1.2530e+06 1.0220e+06 1.5561e+06 1.0360e+06 1.5450e+06 1.2140e+06 1.2940e+06 1.1840e+06 1.3230e+06 1.3940e+06 1.1510e+06 1.3700e+06 1.0360e+06 1.5450e+06 1.0990e+06
-0.5000 1.2660e+06 1.0314e+06 1.5710e+06 1.0460e+06 1.5600e+06 1.2260e+06 1.3070e+06 1.1950e+06 1.3360e+06 1.4070e+06 1.1630e+06 1.3840e+06 1.0460e+06 1.5600e+06 1.1090e+06
-0.4000 1.2760e+06 1.0403e+06 1.5831e+06 1.0550e+06 1.5720e+06 1.2350e+06 1.3170e+06 1.2050e+06 1.3470e+06 1.4180e+06 1.1720e+06 1.3950e+06 1.0550e+06 1.5720e+06 1.1180e+06
-0.3000 1.2840e+06 1.0461e+06 1.5931e+06 1.0610e+06 1.5820e+06 1.2430e+06 1.3250e+06 1.2120e+06 1.3550e+06 1.4270e+06 1.1800e+06 1.4040e+06 1.0610e+06 1.5820e+06 1.1240e+06
-0.2000 1.2890e+06 1.0513e+06 1.6006e+06 1.0660e+06 1.5890e+06 1.2490e+06 1.3310e+06 1.2170e+06 1.3620e+06 1.4330e+06 1.1850e+06 1.4100e+06 1.0660e+06 1.5890e+06 1.1290e+06
-0.1000 1.2930e+06 1.0539e+06 1.6044e+06 1.0690e+06 1.5930e+06 1.2520e+06 1.3350e+06 1.2200e+06 1.3650e+06 1.4360e+06 1.1880e+06 1.4140e+06 1.0690e+06 1.5930e+06 1.1320e+06
0.0000 1.2940e+06 1.0549e+06 1.6066e+06 1.0700e+06 1.5950e+06 1.2530e+06 1.3360e+06 1.2210e+06 1.3670e+06 1.4370e+06 1.1890e+06 1.4150e+06 1.0700e+06 1.5950e+06 1.1330e+06
0.1000 1.2930e+06 1.0539e+06 1.6044e+06 1.0690e+06 1.5930e+06 1.2520e+06 1.3350e+06 1.2200e+06 1.3650e+06 1.4360e+06 1.1880e+06 1.4140e+06 1.0690e+06 1.5930e+06 1.1320e+06
0.2000 1.2890e+06 1.0513e+06 1.6006e+06 1.0660e+06 1.5890e+06 1.2490e+06 1.3310e+06 1.2170e+06 1.3620e+06 1.4330e+06 1.1850e+06 1.4100e+06 1.0660e+06 1.5890e+06 1.1290e+06
0.3000 1.2840e+06 1.0461e+06 1.5931e+06 1.0610e+06 1.5820e+06 1.2430e+06 1.3250e+06 1.2120e+06 1.3550e+06 1.4270e+06 1.1800e+06 1.4040e+06 1.0610e+06 1.5820e+06 1.1240e+06
0.4000 1.2760e+06 1.0403e+06 1.5831e+06 1.0550e+06 1.5720e+06 1.2350e+06 1.3170e+06 1.2050e+06 1.3470e+06 1.4180e+06 1.1720e+06 1.3950e+06 1.0550e+06 1.5720e+06 1.1180e+06
0.5000 1.2660e+06 1.0314e+06 1.5710e+06 1.0460e+06 1.5600e+06 1.2260e+06 1.3070e+06 1.1950e+06 1.3360e+06 1.4070e+06 1.1630e+06 1.3840e+06 1.0460e+06 1.5600e+06 1.1090e+06
0.6000 1.2530e+06 1.0220e+06 1.5561e+06 1.0360e+06 1.5450e+06 1.2140e+06 1.2940e+06 1.1840e+06 1.3230e+06 1.3940e+06 1.1510e+06 1.3700e+06 1.0360e+06 1.5450e+06 1.0990e+06
0.7000 1.2390e+06 1.0102e+06 1.5376e+06 1.0240e+06 1.5270e+06 1.2000e+06 1.2790e+06 1.1710e+06 1.3070e+06 1.3790e+06 1.1380e+06 1.3540e+06 1.0240e+06 1.5270e+06 1.0860e+06
0.8000 1.2220e+06 9.9674e+05 1.5175e+06 1.0100e+06 1.5070e+06 1.1840e+06 1.2620e+06 1.1560e+06 1.2890e+06 1.3610e+06 1.1230e+06 1.3360e+06 1.0100e+06 1.5070e+06 1.0720e+06
0.9000 1.2040e+06 9.8168e+05 1.4941e+06 9.9500e+05 1.4840e+06 1.1650e+06 1.2430e+06 1.1390e+06 1.2690e+06 1.3410e+06 1.1050e+06 1.3150e+06 9.9500e+05 1.4840e+06 1.0560e+06
1.0000 1.1830e+06 9.6510e+05 1.4688e+06 9.7790e+05 1.4590e+06 1.1450e+06 1.2220e+06 1.1200e+06 1.2460e+06 1.3180e+06 1.0860e+06 1.2920e+06 9.7790e+05 1.4590e+06 1.0390e+06
1.1000 1.1610e+06 9.4667e+05 1.4404e+06 9.5920e+05 1.4310e+06 1.1240e+06 1.1990e+06 1.0990e+06 1.2220e+06 1.2940e+06 1.0650e+06 1.2670e+06 9.5920e+05 1.4310e+06 1.0190e+06
1.2000 1.1360e+06 9.2713e+05 1.4102e+06 9.3890e+05 1.4010e+06 1.1000e+06 1.1730e+06 1.0770e+06 1.1960e+06 1.2670e+06 1.0420e+06 1.2400e+06 9.3890e+05 1.4010e+06 9.9850e+05
1.3000 1.1100e+06 9.0566e+05 1.3776e+06 9.1710e+05 1.3690e+06 1.0740e+06 1.1460e+06 1.0530e+06 1.1670e+06 1.2390e+06 1.0170e+06 1.2110e+06 9.1710e+05 1.3690e+06 9.7600e+05
1.4000 1.0820e+06 8.8292e+05 1.3424e+06 8.9390e+05 1.3340e+06 1.0470e+06 1.1180e+06 1.0270e+06 1.1370e+06 1.2090e+06 9.9070e+05 1.1800e+06 8.9390e+05 1.3340e+06 9.5200e+05
1.5000 1.0520e+06 8.5909e+05 1.3061e+06 8.6940e+05 1.2980e+06 1.0180e+06 1.0870e+06 9.9990e+05 1.1050e+06 1.1760e+06 9.6300e+05 1.1470e+06 8.6940e+05 1.2980e+06 9.2660e+05
1.6000 1.0210e+06 8.3388e+05 1.2675e+06 8.4360e+05 1.2600e+06 9.8810e+05 1.0550e+06 9.7140e+05 1.0710e+06 1.1430e+06 9.3380e+05 1.1130e+06 8.4360e+05 1.2600e+06 8.9990e+05
1.7000 9.8860e+05 8.0726e+05 1.2272e+06 8.1650e+05 1.2200e+06 9.5640e+05 1.0220e+06 9.4140e+05 1.0360e+06 1.1070e+06 9.0330e+05 1.0770e+06 8.1650e+05 1.2200e+06 8.7180e+05
1.8000 9.5460e+05 7.7955e+05 1.1846e+06 7.8820e+05 1.1780e+06 9.2340e+05 9.8650e+05 9.1010e+05 9.9910e+05 1.0700e+06 8.7140e+05 1.0390e+06 7.8820e+05 1.1780e+06 8.4250e+05
1.9000 9.1930e+05 7.5096e+05 1.1412e+06 7.5900e+05 1.1350e+06 8.8910e+05 9.5020e+05 8.7770e+05 9.6100e+05 1.0320e+06 8.3850e+05 9.9980e+05 7.5900e+05 1.1350e+06 8.1210e+05
2.0000 8.8300e+05 7.2135e+05 1.0967e+06 7.2880e+05 1.0910e+06 8.5390e+05 9.1280e+05 8.4420e+05 9.2180e+05 9.9200e+05 8.0470e+05 9.5980e+05 7.2880e+05 1.0910e+06 7.8080e+05
2.1000 8.4570e+05 6.9105e+05 1.0502e+06 6.9790e+05 1.0450e+06 8.1770e+05 8.7440e+05 8.0980e+05 8.8170e+05 9.5120e+05 7.7000e+05 9.1870e+05 6.9790e+05 1.0450e+06 7.4850e+05
2.2000 8.0760e+05 6.5991e+05 1.0029e+06 6.6620e+05 9.9810e+05 7.8070e+05 8.3510e+05 7.7450e+05 8.4060e+05 9.0950e+05 7.3460e+05 8.7670e+05 6.6620e+05 9.9810e+05 7.1550e+05
2.3000 7.6870e+05 6.2828e+05 9.5476e+05 6.3400e+05 9.5040e+05 7.4300e+05 7.9500e+05 7.3850e+05 7.9890e+05 8.6680e+05 6.9840e+05 8.3390e+05 6.3400e+05 9.5040e+05 6.8180e+05
2.4000 7.2930e+05 5.9609e+05 9.0605e+05 6.0130e+05 9.0210e+05 7.0470e+05 7.5440e+05 7.0180e+05 7.5670e+05 8.2350e+05 6.6190e+05 7.9050e+05 6.0130e+05 9.0210e+05 6.4750e+05
2.5000 6.8950e+05 5.6361e+05 8.5677e+05 5.6830e+05 8.5320e+05 6.6610e+05 7.1340e+05 6.6480e+05 7.1420e+05 7.7970e+05 6.2500e+05 7.4680e+05 5.6830e+05 8.5320e+05 6.1290e+05
2.6000 6.4950e+05 5.3087e+05 8.0730e+05 5.3510e+05 8.0410e+05 6.2730e+05 6.7210e+05 6.2730e+05 6.7160e+05 7.3570e+05 5.8800e+05 7.0290e+05 5.3510e+05 8.0410e+05 5.7810e+05
2.7000 6.0950e+05 4.9812e+05 7.5788e+05 5.0190e+05 7.5500e+05 5.8860e+05 6.3090e+05 5.8970e+05 6.2920e+05 6.9150e+05 5.5100e+05 6.5910e+05 5.0190e+05 7.5500e+05 5.4310e+05
2.8000 5.6960e+05 4.6553e+05 7.0870e+05 4.6890e+05 7.0610e+05 5.5000e+05 5.8980e+05 5.5210e+05 5.8720e+05 6.4750e+05 5.1430e+05 6.1540e+05 4.6890e+05 7.0610e+05 5.0830e+05
2.9000 5.3010e+05 4.3315e+05 6.5986e+05 4.3620e+05 6.5750e+05 5.1170e+05 5.4910e+05 5.1450e+05 5.4580e+05 6.0370e+05 4.7790e+05 5.7220e+05 4.3620e+05 6.5750e+05 4.7370e+05
3.0000 4.9120e+05 4.0113e+05 6.1172e+05 4.0390e+05 6.0960e+05 4.7400e+05 5.0880e+05 4.7720e+05 5.0520e+05 5.6050e+05 4.4210e+05 5.2960e+05 4.0390e+05 6.0960e+05 4.3950e+05
3.1000 4.5290e+05 3.6975e+05 5.6454e+05 3.7230e+05 5.6260e+05 4.3690e+05 4.6930e+05 4.4020e+05 4.6560e+05 5.1790e+05 4.0690e+05 4.8790e+05 3.7230e+05 5.6260e+05 4.0590e+05
3.2000 4.1560e+05 3.3904e+05 5.1841e+05 3.4140e+05 5.1660e+05 4.0080e+05 4.3080e+05 4.0390e+05 4.2730e+05 4.7620e+05 3.7270e+05 4.4720e+05 3.4140e+05 5.1660e+05 3.7300e+05
3.3000 3.7930e+05 3.0907e+05 4.7360e+05 3.1130e+05 4.7190e+05 3.6560e+05 3.9330e+05 3.6830e+05 3.9030e+05 4.3570e+05 3.3960e+05 4.0770e+05 3.1130e+05 4.7190e+05 3.4100e+05
3.4000 3.4420e+05 2.8026e+05 4.3032e+05 2.8240e+05 4.2870e+05 3.3170e+05 3.5700e+05 3.3360e+05 3.5480e+05 3.9630e+05 3.0760e+05 3.6970e+05 2.8240e+05 4.2870e+05 3.1000e+05
3.5000 3.1050e+05 2.5239e+05 3.8870e+05 2.5450e+05 3.8710e+05 2.9910e+05 3.2220e+05 3.0000e+05 3.2100e+05 3.5840e+05 2.7690e+05 3.3310e+05 2.5450e+05 3.8710e+05 2.8020e+05
3.6000 2.7840e+05 2.2586e+05 3.4909e+05 2.2800e+05 3.4750e+05 2.6810e+05 2.8890e+05 2.6770e+05 2.8900e+05 3.2220e+05 2.4780e+05 2.9830e+05 2.2800e+05 3.4750e+05 2.5160e+05
3.7000 2.4790e+05 2.0072e+05 3.1145e+05 2.0290e+05 3.0980e+05 2.3870e+05 2.5740e+05 2.3710e+05 2.5870e+05 2.8770e+05 2.2010e+05 2.6540e+05 2.0290e+05 3.0980e+05 2.2450e+05
3.8000 2.1920e+05 1.7703e+05 2.7601e+05 1.7930e+05 2.7430e+05 2.1100e+05 2.2770e+05 2.0830e+05 2.3010e+05 2.5520e+05 1.9420e+05 2.3430e+05 1.7930e+05 2.7430e+05 1.9900e+05
3.9000 1.9240e+05 1.5481e+05 2.4292e+05 1.5720e+05 2.4110e+05 1.8510e+05 2.0000e+05 1.8140e+05 2.0350e+05 2.2480e+05 1.7000e+05 2.0530e+05 1.5720e+05 2.4110e+05 1.7500e+05
4.0000 1.6760e+05 1.3410e+05 2.1211e+05 1.3670e+05 2.1020e+05 1.6110e+05 1.7420e+05 1.5640e+05 1.7870e+05 1.9640e+05 1.4750e+05 1.7850e+05 1.3670e+05 2.1020e+05 1.5280e+05
4.1000 1.4470e+05 1.1510e+05 1.8386e+05 1.1790e+05 1.8180e+05 1.3900e+05 1.5050e+05 1.3350e+05 1.5580e+05 1.7020e+05 1.2700e+05 1.5380e+05 1.1790e+05 1.8180e+05 1.3230e+05
4.2000 1.2380e+05 9.7796e+04 1.5797e+05 1.0080e+05 1.5580e+05 1.1890e+05 1.2880e+05 1.1270e+05 1.3470e+05 1.4620e+05 1.0830e+05 1.3130e+05 1.0080e+05 1.5580e+05 1.1350e+05
4.3000 1.0480e+05 8.2158e+04 1.3454e+05 8.5260e+04 1.3220e+05 1.0060e+05 1.0920e+05 9.4160e+04 1.1550e+05 1.2440e+05 9.1340e+04 1.1100e+05 8.5260e+04 1.3220e+05 9.6410e+04
4.4000 8.7870e+04 6.8153e+04 1.1340e+05 7.1360e+04 1.1100e+05 8.4300e+04 9.1580e+04 7.7700e+04 9.8010e+04 1.0480e+05 7.6220e+04 9.2770e+04 7.1360e+04 1.1100e+05 8.1100e+04
4.5000 7.2880e+04 5.5852e+04 9.4678e+04 5.9100e+04 9.2230e+04 6.9870e+04 7.6000e+04 6.3340e+04 8.2420e+04 8.7350e+04 6.2920e+04 7.6730e+04 5.9100e+04 9.2230e+04 6.7530e+04
4.6000 5.9720e+04 4.5083e+04 7.8211e+04 4.8350e+04 7.5730e+04 5.7210e+04 6.2320e+04 5.0850e+04 6.8600e+04 7.2000e+04 5.1280e+04 6.2660e+04 4.8350e+04 7.5730e+04 5.5580e+04
4.7000 4.8200e+04 3.5680e+04 6.3777e+04 3.8960e+04 6.1270e+04 4.6130e+04 5.0340e+04 4.0010e+04 5.6400e+04 5.8520e+04 4.1130e+04 5.0370e+04 3.8960e+04 6.1270e+04 4.5100e+04
4.8000 3.8280e+04 2.7633e+04 5.1309e+04 3.0880e+04 4.8810e+04 3.6610e+04 4.0030e+04 3.0810e+04 4.5750e+04 4.6860e+04 3.2420e+04 3.9820e+04 3.0880e+04 4.8810e+04 3.6060e+04
4.9000 2.9930e+04 2.0949e+04 4.0714e+04 2.4090e+04 3.8280e+04 2.8590e+04 3.1330e+04 2.3240e+04 3.6610e+04 3.6980e+04 2.5140e+04 3.0960e+04 2.4090e+04 3.8280e+04 2.8400e+04
5.0000 2.3100e+04 1.5652e+04 3.1918e+04 1.8550e+04 2.9640e+04 2.2040e+04 2.4210e+04 1.7300e+04 2.8910e+04 2.8840e+04 1.9230e+04 2.3750e+04 1.8550e+04 2.9640e+04 2.2100e+04
