# FONLL heavy quark hadroproduction cross section, calculated on Thu Jun 17 11:30:49 CEST 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = lepton. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 0
# ptmax = 1
# ymin  = -5
# ymax  = 5
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dy (pb)
y central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
-3.3000 2.0440e+06 9.6860e+05 3.2141e+06 1.0750e+06 3.0680e+06 1.6490e+06 2.5530e+06 1.7960e+06 2.2920e+06 1.8060e+06 2.0680e+06 2.6720e+06 1.4740e+06 3.0680e+06 1.0750e+06
-3.2000 2.1000e+06 9.8878e+05 3.2996e+06 1.0980e+06 3.1500e+06 1.6960e+06 2.6190e+06 1.8400e+06 2.3590e+06 1.8460e+06 2.1300e+06 2.7490e+06 1.5140e+06 3.1500e+06 1.0980e+06
-3.1000 2.1530e+06 1.0086e+06 3.3836e+06 1.1200e+06 3.2300e+06 1.7410e+06 2.6830e+06 1.8830e+06 2.4240e+06 1.8830e+06 2.1900e+06 2.8230e+06 1.5530e+06 3.2300e+06 1.1200e+06
-3.0000 2.2050e+06 1.0269e+06 3.4633e+06 1.1410e+06 3.3060e+06 1.7850e+06 2.7450e+06 1.9230e+06 2.4870e+06 1.9190e+06 2.2480e+06 2.8950e+06 1.5910e+06 3.3060e+06 1.1410e+06
-2.9000 2.2550e+06 1.0443e+06 3.5398e+06 1.1610e+06 3.3790e+06 1.8270e+06 2.8040e+06 1.9620e+06 2.5480e+06 1.9520e+06 2.3040e+06 2.9650e+06 1.6270e+06 3.3790e+06 1.1610e+06
-2.8000 2.3030e+06 1.0600e+06 3.6143e+06 1.1790e+06 3.4500e+06 1.8680e+06 2.8610e+06 1.9990e+06 2.6070e+06 1.9840e+06 2.3590e+06 3.0320e+06 1.6620e+06 3.4500e+06 1.1790e+06
-2.7000 2.3490e+06 1.0758e+06 3.6844e+06 1.1970e+06 3.5170e+06 1.9070e+06 2.9150e+06 2.0350e+06 2.6630e+06 2.0140e+06 2.4110e+06 3.0970e+06 1.6960e+06 3.5170e+06 1.1970e+06
-2.6000 2.3930e+06 1.0902e+06 3.7527e+06 1.2140e+06 3.5820e+06 1.9440e+06 2.9670e+06 2.0680e+06 2.7180e+06 2.0430e+06 2.4620e+06 3.1600e+06 1.7280e+06 3.5820e+06 1.2140e+06
-2.5000 2.4350e+06 1.1041e+06 3.8180e+06 1.2300e+06 3.6440e+06 1.9800e+06 3.0170e+06 2.1000e+06 2.7700e+06 2.0700e+06 2.5110e+06 3.2200e+06 1.7590e+06 3.6440e+06 1.2300e+06
-2.4000 2.4760e+06 1.1157e+06 3.8801e+06 1.2440e+06 3.7030e+06 2.0140e+06 3.0650e+06 2.1310e+06 2.8210e+06 2.0950e+06 2.5580e+06 3.2770e+06 1.7890e+06 3.7030e+06 1.2440e+06
-2.3000 2.5140e+06 1.1278e+06 3.9392e+06 1.2580e+06 3.7590e+06 2.0470e+06 3.1100e+06 2.1590e+06 2.8690e+06 2.1190e+06 2.6030e+06 3.3320e+06 1.8170e+06 3.7590e+06 1.2580e+06
-2.2000 2.5510e+06 1.1387e+06 3.9958e+06 1.2710e+06 3.8130e+06 2.0780e+06 3.1530e+06 2.1870e+06 2.9150e+06 2.1410e+06 2.6460e+06 3.3840e+06 1.8440e+06 3.8130e+06 1.2710e+06
-2.1000 2.5850e+06 1.1500e+06 4.0501e+06 1.2840e+06 3.8640e+06 2.1080e+06 3.1940e+06 2.2120e+06 2.9590e+06 2.1620e+06 2.6870e+06 3.4340e+06 1.8690e+06 3.8640e+06 1.2840e+06
-2.0000 2.6180e+06 1.1590e+06 4.1008e+06 1.2950e+06 3.9120e+06 2.1360e+06 3.2330e+06 2.2360e+06 3.0000e+06 2.1810e+06 2.7260e+06 3.4810e+06 1.8930e+06 3.9120e+06 1.2950e+06
-1.9000 2.6500e+06 1.1677e+06 4.1478e+06 1.3060e+06 3.9570e+06 2.1620e+06 3.2690e+06 2.2590e+06 3.0400e+06 2.1990e+06 2.7630e+06 3.5260e+06 1.9160e+06 3.9570e+06 1.3060e+06
-1.8000 2.6790e+06 1.1751e+06 4.1939e+06 1.3150e+06 4.0000e+06 2.1870e+06 3.3040e+06 2.2800e+06 3.0780e+06 2.2160e+06 2.7980e+06 3.5690e+06 1.9380e+06 4.0000e+06 1.3150e+06
-1.7000 2.7070e+06 1.1833e+06 4.2358e+06 1.3250e+06 4.0400e+06 2.2110e+06 3.3360e+06 2.3000e+06 3.1130e+06 2.2320e+06 2.8310e+06 3.6090e+06 1.9580e+06 4.0400e+06 1.3250e+06
-1.6000 2.7320e+06 1.1901e+06 4.2768e+06 1.3330e+06 4.0780e+06 2.2330e+06 3.3670e+06 2.3180e+06 3.1460e+06 2.2460e+06 2.8620e+06 3.6460e+06 1.9770e+06 4.0780e+06 1.3330e+06
-1.5000 2.7570e+06 1.1965e+06 4.3136e+06 1.3410e+06 4.1130e+06 2.2540e+06 3.3950e+06 2.3360e+06 3.1780e+06 2.2600e+06 2.8910e+06 3.6810e+06 1.9940e+06 4.1130e+06 1.3410e+06
-1.4000 2.7790e+06 1.2020e+06 4.3487e+06 1.3480e+06 4.1460e+06 2.2730e+06 3.4210e+06 2.3510e+06 3.2070e+06 2.2720e+06 2.9180e+06 3.7140e+06 2.0110e+06 4.1460e+06 1.3480e+06
-1.3000 2.8000e+06 1.2077e+06 4.3808e+06 1.3550e+06 4.1760e+06 2.2910e+06 3.4460e+06 2.3660e+06 3.2340e+06 2.2830e+06 2.9430e+06 3.7440e+06 2.0260e+06 4.1760e+06 1.3550e+06
-1.2000 2.8190e+06 1.2126e+06 4.4105e+06 1.3610e+06 4.2040e+06 2.3070e+06 3.4680e+06 2.3800e+06 3.2590e+06 2.2940e+06 2.9660e+06 3.7720e+06 2.0400e+06 4.2040e+06 1.3610e+06
-1.1000 2.8370e+06 1.2162e+06 4.4381e+06 1.3660e+06 4.2300e+06 2.3220e+06 3.4890e+06 2.3920e+06 3.2820e+06 2.3030e+06 2.9880e+06 3.7980e+06 2.0530e+06 4.2300e+06 1.3660e+06
-1.0000 2.8530e+06 1.2202e+06 4.4624e+06 1.3710e+06 4.2530e+06 2.3360e+06 3.5070e+06 2.4030e+06 3.3030e+06 2.3110e+06 3.0070e+06 3.8210e+06 2.0650e+06 4.2530e+06 1.3710e+06
-0.9000 2.8670e+06 1.2237e+06 4.4848e+06 1.3750e+06 4.2740e+06 2.3490e+06 3.5240e+06 2.4130e+06 3.3210e+06 2.3190e+06 3.0250e+06 3.8420e+06 2.0760e+06 4.2740e+06 1.3750e+06
-0.8000 2.8800e+06 1.2268e+06 4.5050e+06 1.3790e+06 4.2930e+06 2.3600e+06 3.5390e+06 2.4220e+06 3.3380e+06 2.3260e+06 3.0410e+06 3.8610e+06 2.0850e+06 4.2930e+06 1.3790e+06
-0.7000 2.8910e+06 1.2300e+06 4.5232e+06 1.3830e+06 4.3100e+06 2.3690e+06 3.5520e+06 2.4300e+06 3.3530e+06 2.3320e+06 3.0550e+06 3.8780e+06 2.0930e+06 4.3100e+06 1.3830e+06
-0.6000 2.9010e+06 1.2313e+06 4.5383e+06 1.3850e+06 4.3240e+06 2.3780e+06 3.5640e+06 2.4360e+06 3.3660e+06 2.3370e+06 3.0670e+06 3.8920e+06 2.1010e+06 4.3240e+06 1.3850e+06
-0.5000 2.9100e+06 1.2334e+06 4.5505e+06 1.3880e+06 4.3360e+06 2.3850e+06 3.5730e+06 2.4420e+06 3.3770e+06 2.3410e+06 3.0770e+06 3.9050e+06 2.1070e+06 4.3360e+06 1.3880e+06
-0.4000 2.9160e+06 1.2354e+06 4.5616e+06 1.3900e+06 4.3460e+06 2.3910e+06 3.5810e+06 2.4470e+06 3.3860e+06 2.3440e+06 3.0850e+06 3.9150e+06 2.1120e+06 4.3460e+06 1.3900e+06
-0.3000 2.9220e+06 1.2354e+06 4.5696e+06 1.3910e+06 4.3540e+06 2.3950e+06 3.5870e+06 2.4500e+06 3.3930e+06 2.3470e+06 3.0920e+06 3.9220e+06 2.1150e+06 4.3540e+06 1.3910e+06
-0.2000 2.9250e+06 1.2366e+06 4.5757e+06 1.3920e+06 4.3590e+06 2.3980e+06 3.5920e+06 2.4530e+06 3.3980e+06 2.3490e+06 3.0960e+06 3.9280e+06 2.1180e+06 4.3590e+06 1.3920e+06
-0.1000 2.9270e+06 1.2374e+06 4.5789e+06 1.3930e+06 4.3620e+06 2.4000e+06 3.5940e+06 2.4540e+06 3.4010e+06 2.3500e+06 3.0990e+06 3.9310e+06 2.1200e+06 4.3620e+06 1.3930e+06
0.0000 2.9280e+06 1.2375e+06 4.5799e+06 1.3930e+06 4.3630e+06 2.4010e+06 3.5950e+06 2.4550e+06 3.4020e+06 2.3500e+06 3.1000e+06 3.9320e+06 2.1200e+06 4.3630e+06 1.3930e+06
0.1000 2.9270e+06 1.2374e+06 4.5789e+06 1.3930e+06 4.3620e+06 2.4000e+06 3.5940e+06 2.4540e+06 3.4010e+06 2.3500e+06 3.0990e+06 3.9310e+06 2.1200e+06 4.3620e+06 1.3930e+06
0.2000 2.9250e+06 1.2366e+06 4.5757e+06 1.3920e+06 4.3590e+06 2.3980e+06 3.5920e+06 2.4530e+06 3.3980e+06 2.3490e+06 3.0960e+06 3.9280e+06 2.1180e+06 4.3590e+06 1.3920e+06
0.3000 2.9220e+06 1.2354e+06 4.5696e+06 1.3910e+06 4.3540e+06 2.3950e+06 3.5870e+06 2.4500e+06 3.3930e+06 2.3470e+06 3.0920e+06 3.9220e+06 2.1150e+06 4.3540e+06 1.3910e+06
0.4000 2.9160e+06 1.2354e+06 4.5616e+06 1.3900e+06 4.3460e+06 2.3910e+06 3.5810e+06 2.4470e+06 3.3860e+06 2.3440e+06 3.0850e+06 3.9150e+06 2.1120e+06 4.3460e+06 1.3900e+06
0.5000 2.9100e+06 1.2334e+06 4.5505e+06 1.3880e+06 4.3360e+06 2.3850e+06 3.5730e+06 2.4420e+06 3.3770e+06 2.3410e+06 3.0770e+06 3.9050e+06 2.1070e+06 4.3360e+06 1.3880e+06
0.6000 2.9010e+06 1.2313e+06 4.5383e+06 1.3850e+06 4.3240e+06 2.3780e+06 3.5640e+06 2.4360e+06 3.3660e+06 2.3370e+06 3.0670e+06 3.8920e+06 2.1010e+06 4.3240e+06 1.3850e+06
0.7000 2.8910e+06 1.2300e+06 4.5232e+06 1.3830e+06 4.3100e+06 2.3690e+06 3.5520e+06 2.4300e+06 3.3530e+06 2.3320e+06 3.0550e+06 3.8780e+06 2.0930e+06 4.3100e+06 1.3830e+06
0.8000 2.8800e+06 1.2268e+06 4.5050e+06 1.3790e+06 4.2930e+06 2.3600e+06 3.5390e+06 2.4220e+06 3.3380e+06 2.3260e+06 3.0410e+06 3.8610e+06 2.0850e+06 4.2930e+06 1.3790e+06
0.9000 2.8670e+06 1.2237e+06 4.4848e+06 1.3750e+06 4.2740e+06 2.3490e+06 3.5240e+06 2.4130e+06 3.3210e+06 2.3190e+06 3.0250e+06 3.8420e+06 2.0760e+06 4.2740e+06 1.3750e+06
1.0000 2.8530e+06 1.2202e+06 4.4624e+06 1.3710e+06 4.2530e+06 2.3360e+06 3.5070e+06 2.4030e+06 3.3030e+06 2.3110e+06 3.0070e+06 3.8210e+06 2.0650e+06 4.2530e+06 1.3710e+06
1.1000 2.8370e+06 1.2162e+06 4.4381e+06 1.3660e+06 4.2300e+06 2.3220e+06 3.4890e+06 2.3920e+06 3.2820e+06 2.3030e+06 2.9880e+06 3.7980e+06 2.0530e+06 4.2300e+06 1.3660e+06
1.2000 2.8190e+06 1.2126e+06 4.4105e+06 1.3610e+06 4.2040e+06 2.3070e+06 3.4680e+06 2.3800e+06 3.2590e+06 2.2940e+06 2.9660e+06 3.7720e+06 2.0400e+06 4.2040e+06 1.3610e+06
1.3000 2.8000e+06 1.2077e+06 4.3808e+06 1.3550e+06 4.1760e+06 2.2910e+06 3.4460e+06 2.3660e+06 3.2340e+06 2.2830e+06 2.9430e+06 3.7440e+06 2.0260e+06 4.1760e+06 1.3550e+06
1.4000 2.7790e+06 1.2020e+06 4.3487e+06 1.3480e+06 4.1460e+06 2.2730e+06 3.4210e+06 2.3510e+06 3.2070e+06 2.2720e+06 2.9180e+06 3.7140e+06 2.0110e+06 4.1460e+06 1.3480e+06
1.5000 2.7570e+06 1.1965e+06 4.3136e+06 1.3410e+06 4.1130e+06 2.2540e+06 3.3950e+06 2.3360e+06 3.1780e+06 2.2600e+06 2.8910e+06 3.6810e+06 1.9940e+06 4.1130e+06 1.3410e+06
1.6000 2.7320e+06 1.1901e+06 4.2768e+06 1.3330e+06 4.0780e+06 2.2330e+06 3.3670e+06 2.3180e+06 3.1460e+06 2.2460e+06 2.8620e+06 3.6460e+06 1.9770e+06 4.0780e+06 1.3330e+06
1.7000 2.7070e+06 1.1833e+06 4.2358e+06 1.3250e+06 4.0400e+06 2.2110e+06 3.3360e+06 2.3000e+06 3.1130e+06 2.2320e+06 2.8310e+06 3.6090e+06 1.9580e+06 4.0400e+06 1.3250e+06
1.8000 2.6790e+06 1.1751e+06 4.1939e+06 1.3150e+06 4.0000e+06 2.1870e+06 3.3040e+06 2.2800e+06 3.0780e+06 2.2160e+06 2.7980e+06 3.5690e+06 1.9380e+06 4.0000e+06 1.3150e+06
1.9000 2.6500e+06 1.1677e+06 4.1478e+06 1.3060e+06 3.9570e+06 2.1620e+06 3.2690e+06 2.2590e+06 3.0400e+06 2.1990e+06 2.7630e+06 3.5260e+06 1.9160e+06 3.9570e+06 1.3060e+06
2.0000 2.6180e+06 1.1590e+06 4.1008e+06 1.2950e+06 3.9120e+06 2.1360e+06 3.2330e+06 2.2360e+06 3.0000e+06 2.1810e+06 2.7260e+06 3.4810e+06 1.8930e+06 3.9120e+06 1.2950e+06
2.1000 2.5850e+06 1.1500e+06 4.0501e+06 1.2840e+06 3.8640e+06 2.1080e+06 3.1940e+06 2.2120e+06 2.9590e+06 2.1620e+06 2.6870e+06 3.4340e+06 1.8690e+06 3.8640e+06 1.2840e+06
2.2000 2.5510e+06 1.1387e+06 3.9958e+06 1.2710e+06 3.8130e+06 2.0780e+06 3.1530e+06 2.1870e+06 2.9150e+06 2.1410e+06 2.6460e+06 3.3840e+06 1.8440e+06 3.8130e+06 1.2710e+06
2.3000 2.5140e+06 1.1278e+06 3.9392e+06 1.2580e+06 3.7590e+06 2.0470e+06 3.1100e+06 2.1590e+06 2.8690e+06 2.1190e+06 2.6030e+06 3.3320e+06 1.8170e+06 3.7590e+06 1.2580e+06
2.4000 2.4760e+06 1.1157e+06 3.8801e+06 1.2440e+06 3.7030e+06 2.0140e+06 3.0650e+06 2.1310e+06 2.8210e+06 2.0950e+06 2.5580e+06 3.2770e+06 1.7890e+06 3.7030e+06 1.2440e+06
2.5000 2.4350e+06 1.1041e+06 3.8180e+06 1.2300e+06 3.6440e+06 1.9800e+06 3.0170e+06 2.1000e+06 2.7700e+06 2.0700e+06 2.5110e+06 3.2200e+06 1.7590e+06 3.6440e+06 1.2300e+06
2.6000 2.3930e+06 1.0902e+06 3.7527e+06 1.2140e+06 3.5820e+06 1.9440e+06 2.9670e+06 2.0680e+06 2.7180e+06 2.0430e+06 2.4620e+06 3.1600e+06 1.7280e+06 3.5820e+06 1.2140e+06
2.7000 2.3490e+06 1.0758e+06 3.6844e+06 1.1970e+06 3.5170e+06 1.9070e+06 2.9150e+06 2.0350e+06 2.6630e+06 2.0140e+06 2.4110e+06 3.0970e+06 1.6960e+06 3.5170e+06 1.1970e+06
2.8000 2.3030e+06 1.0600e+06 3.6143e+06 1.1790e+06 3.4500e+06 1.8680e+06 2.8610e+06 1.9990e+06 2.6070e+06 1.9840e+06 2.3590e+06 3.0320e+06 1.6620e+06 3.4500e+06 1.1790e+06
2.9000 2.2550e+06 1.0443e+06 3.5398e+06 1.1610e+06 3.3790e+06 1.8270e+06 2.8040e+06 1.9620e+06 2.5480e+06 1.9520e+06 2.3040e+06 2.9650e+06 1.6270e+06 3.3790e+06 1.1610e+06
3.0000 2.2050e+06 1.0269e+06 3.4633e+06 1.1410e+06 3.3060e+06 1.7850e+06 2.7450e+06 1.9230e+06 2.4870e+06 1.9190e+06 2.2480e+06 2.8950e+06 1.5910e+06 3.3060e+06 1.1410e+06
3.1000 2.1530e+06 1.0086e+06 3.3836e+06 1.1200e+06 3.2300e+06 1.7410e+06 2.6830e+06 1.8830e+06 2.4240e+06 1.8830e+06 2.1900e+06 2.8230e+06 1.5530e+06 3.2300e+06 1.1200e+06
3.2000 2.1000e+06 9.8878e+05 3.2996e+06 1.0980e+06 3.1500e+06 1.6960e+06 2.6190e+06 1.8400e+06 2.3590e+06 1.8460e+06 2.1300e+06 2.7490e+06 1.5140e+06 3.1500e+06 1.0980e+06
3.3000 2.0440e+06 9.6860e+05 3.2141e+06 1.0750e+06 3.0680e+06 1.6490e+06 2.5530e+06 1.7960e+06 2.2920e+06 1.8060e+06 2.0680e+06 2.6720e+06 1.4740e+06 3.0680e+06 1.0750e+06
3.4000 1.9870e+06 9.4626e+05 3.1259e+06 1.0500e+06 2.9840e+06 1.6010e+06 2.4840e+06 1.7500e+06 2.2240e+06 1.7650e+06 2.0040e+06 2.5920e+06 1.4320e+06 2.9840e+06 1.0500e+06
3.5000 1.9280e+06 9.2408e+05 3.0343e+06 1.0250e+06 2.8960e+06 1.5520e+06 2.4140e+06 1.7020e+06 2.1530e+06 1.7220e+06 1.9400e+06 2.5110e+06 1.3890e+06 2.8960e+06 1.0250e+06
3.6000 1.8670e+06 9.0036e+05 2.9404e+06 9.9830e+05 2.8060e+06 1.5010e+06 2.3410e+06 1.6530e+06 2.0810e+06 1.6760e+06 1.8730e+06 2.4280e+06 1.3450e+06 2.8060e+06 9.9830e+05
3.7000 1.8050e+06 8.7483e+05 2.8434e+06 9.7040e+05 2.7130e+06 1.4480e+06 2.2660e+06 1.6020e+06 2.0080e+06 1.6290e+06 1.8050e+06 2.3420e+06 1.3000e+06 2.7130e+06 9.7040e+05
3.8000 1.7400e+06 8.4934e+05 2.7433e+06 9.4140e+05 2.6170e+06 1.3950e+06 2.1880e+06 1.5490e+06 1.9320e+06 1.5800e+06 1.7360e+06 2.2550e+06 1.2530e+06 2.6170e+06 9.4140e+05
3.9000 1.6750e+06 8.2194e+05 2.6418e+06 9.1140e+05 2.5200e+06 1.3400e+06 2.1090e+06 1.4950e+06 1.8550e+06 1.5290e+06 1.6660e+06 2.1660e+06 1.2060e+06 2.5200e+06 9.1140e+05
4.0000 1.6080e+06 7.9388e+05 2.5381e+06 8.8050e+05 2.4200e+06 1.2840e+06 2.0290e+06 1.4390e+06 1.7770e+06 1.4760e+06 1.5940e+06 2.0750e+06 1.1570e+06 2.4200e+06 8.8050e+05
4.1000 1.5400e+06 7.6469e+05 2.4315e+06 8.4850e+05 2.3180e+06 1.2270e+06 1.9460e+06 1.3820e+06 1.6970e+06 1.4220e+06 1.5220e+06 1.9830e+06 1.1080e+06 2.3180e+06 8.4850e+05
4.2000 1.4700e+06 7.3528e+05 2.3237e+06 8.1540e+05 2.2140e+06 1.1700e+06 1.8620e+06 1.3240e+06 1.6170e+06 1.3660e+06 1.4490e+06 1.8900e+06 1.0580e+06 2.2140e+06 8.1540e+05
4.3000 1.4000e+06 7.0404e+05 2.2144e+06 7.8120e+05 2.1090e+06 1.1120e+06 1.7770e+06 1.2640e+06 1.5360e+06 1.3080e+06 1.3750e+06 1.7960e+06 1.0070e+06 2.1090e+06 7.8120e+05
4.4000 1.3290e+06 6.7187e+05 2.1030e+06 7.4610e+05 2.0020e+06 1.0530e+06 1.6900e+06 1.2030e+06 1.4550e+06 1.2480e+06 1.3010e+06 1.7010e+06 9.5590e+05 2.0020e+06 7.4610e+05
4.5000 1.2570e+06 6.3951e+05 1.9920e+06 7.1030e+05 1.8950e+06 9.9440e+05 1.6030e+06 1.1410e+06 1.3730e+06 1.1870e+06 1.2280e+06 1.6060e+06 9.0430e+05 1.8950e+06 7.1030e+05
4.6000 1.1850e+06 6.0633e+05 1.8783e+06 6.7380e+05 1.7860e+06 9.3540e+05 1.5140e+06 1.0790e+06 1.2910e+06 1.1250e+06 1.1540e+06 1.5110e+06 8.5250e+05 1.7860e+06 6.7380e+05
4.7000 1.1130e+06 5.7253e+05 1.7661e+06 6.3680e+05 1.6780e+06 8.7650e+05 1.4260e+06 1.0160e+06 1.2100e+06 1.0630e+06 1.0810e+06 1.4160e+06 8.0070e+05 1.6780e+06 6.3680e+05
4.8000 1.0410e+06 5.3877e+05 1.6542e+06 5.9960e+05 1.5700e+06 8.1800e+05 1.3380e+06 9.5340e+05 1.1300e+06 9.9960e+05 1.0080e+06 1.3220e+06 7.4910e+05 1.5700e+06 5.9960e+05
4.9000 9.7020e+05 5.0425e+05 1.5416e+06 5.6210e+05 1.4620e+06 7.6000e+05 1.2500e+06 8.9030e+05 1.0500e+06 9.3620e+05 9.3600e+05 1.2290e+06 6.9780e+05 1.4620e+06 5.6210e+05
5.0000 8.9980e+05 4.6989e+05 1.4309e+06 5.2460e+05 1.3560e+06 7.0280e+05 1.1620e+06 8.2740e+05 9.7210e+05 8.7280e+05 8.6530e+05 1.1370e+06 6.4720e+05 1.3560e+06 5.2460e+05
