# FONLL heavy quark hadroproduction cross section, calculated on Thu Jun 17 11:30:49 CEST 2021
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = lepton. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 1
# ptmax = 5
# ymin  = -5
# ymax  = 5
# Uncertainties from scales, masses, PDFs combined quadratically
# cross section is ds/dy (pb)
y central min max min_sc max_sc min_mass max_mass min_pdf max_pdf fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
-4.0000 1.6440e+07 9.4389e+06 2.4588e+07 1.0190e+07 2.3670e+07 1.3670e+07 1.9880e+07 1.4930e+07 1.7950e+07 1.6220e+07 1.6050e+07 2.0440e+07 1.2160e+07 2.3670e+07 1.0190e+07
-3.9000 1.7240e+07 9.8440e+06 2.5756e+07 1.0630e+07 2.4800e+07 1.4350e+07 2.0810e+07 1.5610e+07 1.8860e+07 1.6920e+07 1.6880e+07 2.1460e+07 1.2750e+07 2.4800e+07 1.0630e+07
-3.8000 1.8020e+07 1.0244e+07 2.6924e+07 1.1060e+07 2.5920e+07 1.5020e+07 2.1740e+07 1.6280e+07 1.9760e+07 1.7610e+07 1.7690e+07 2.2480e+07 1.3340e+07 2.5920e+07 1.1060e+07
-3.7000 1.8800e+07 1.0632e+07 2.8059e+07 1.1480e+07 2.7020e+07 1.5690e+07 2.2640e+07 1.6940e+07 2.0650e+07 1.8290e+07 1.8500e+07 2.3480e+07 1.3920e+07 2.7020e+07 1.1480e+07
-3.6000 1.9560e+07 1.1009e+07 2.9182e+07 1.1890e+07 2.8100e+07 1.6340e+07 2.3530e+07 1.7580e+07 2.1530e+07 1.8940e+07 1.9300e+07 2.4470e+07 1.4490e+07 2.8100e+07 1.1890e+07
-3.5000 2.0300e+07 1.1372e+07 3.0275e+07 1.2280e+07 2.9150e+07 1.6980e+07 2.4400e+07 1.8210e+07 2.2390e+07 1.9570e+07 2.0090e+07 2.5430e+07 1.5040e+07 2.9150e+07 1.2280e+07
-3.4000 2.1030e+07 1.1722e+07 3.1344e+07 1.2660e+07 3.0180e+07 1.7610e+07 2.5250e+07 1.8820e+07 2.3230e+07 2.0180e+07 2.0860e+07 2.6380e+07 1.5590e+07 3.0180e+07 1.2660e+07
-3.3000 2.1740e+07 1.2063e+07 3.2391e+07 1.3030e+07 3.1190e+07 1.8220e+07 2.6070e+07 1.9420e+07 2.4060e+07 2.0780e+07 2.1620e+07 2.7320e+07 1.6120e+07 3.1190e+07 1.3030e+07
-3.2000 2.2430e+07 1.2395e+07 3.3415e+07 1.3390e+07 3.2170e+07 1.8820e+07 2.6880e+07 1.9990e+07 2.4880e+07 2.1350e+07 2.2360e+07 2.8230e+07 1.6640e+07 3.2170e+07 1.3390e+07
-3.1000 2.3110e+07 1.2707e+07 3.4413e+07 1.3730e+07 3.3130e+07 1.9410e+07 2.7670e+07 2.0550e+07 2.5670e+07 2.1900e+07 2.3090e+07 2.9120e+07 1.7140e+07 3.3130e+07 1.3730e+07
-3.0000 2.3760e+07 1.3009e+07 3.5374e+07 1.4060e+07 3.4050e+07 1.9970e+07 2.8430e+07 2.1090e+07 2.6440e+07 2.2430e+07 2.3790e+07 2.9980e+07 1.7630e+07 3.4050e+07 1.4060e+07
-2.9000 2.4400e+07 1.3290e+07 3.6306e+07 1.4370e+07 3.4950e+07 2.0520e+07 2.9160e+07 2.1610e+07 2.7190e+07 2.2930e+07 2.4480e+07 3.0820e+07 1.8110e+07 3.4950e+07 1.4370e+07
-2.8000 2.5010e+07 1.3564e+07 3.7203e+07 1.4670e+07 3.5810e+07 2.1050e+07 2.9870e+07 2.2110e+07 2.7910e+07 2.3420e+07 2.5150e+07 3.1630e+07 1.8560e+07 3.5810e+07 1.4670e+07
-2.7000 2.5600e+07 1.3828e+07 3.8083e+07 1.4960e+07 3.6650e+07 2.1560e+07 3.0560e+07 2.2590e+07 2.8620e+07 2.3880e+07 2.5800e+07 3.2420e+07 1.9010e+07 3.6650e+07 1.4960e+07
-2.6000 2.6170e+07 1.4074e+07 3.8919e+07 1.5230e+07 3.7450e+07 2.2060e+07 3.1220e+07 2.3050e+07 2.9300e+07 2.4320e+07 2.6420e+07 3.3180e+07 1.9430e+07 3.7450e+07 1.5230e+07
-2.5000 2.6720e+07 1.4306e+07 3.9729e+07 1.5490e+07 3.8230e+07 2.2530e+07 3.1850e+07 2.3490e+07 2.9950e+07 2.4740e+07 2.7030e+07 3.3910e+07 1.9840e+07 3.8230e+07 1.5490e+07
-2.4000 2.7250e+07 1.4531e+07 4.0504e+07 1.5740e+07 3.8970e+07 2.2990e+07 3.2460e+07 2.3910e+07 3.0590e+07 2.5140e+07 2.7610e+07 3.4620e+07 2.0240e+07 3.8970e+07 1.5740e+07
-2.3000 2.7750e+07 1.4740e+07 4.1246e+07 1.5970e+07 3.9680e+07 2.3430e+07 3.3040e+07 2.4310e+07 3.1190e+07 2.5520e+07 2.8170e+07 3.5300e+07 2.0620e+07 3.9680e+07 1.5970e+07
-2.2000 2.8230e+07 1.4938e+07 4.1960e+07 1.6190e+07 4.0360e+07 2.3850e+07 3.3600e+07 2.4690e+07 3.1770e+07 2.5880e+07 2.8700e+07 3.5940e+07 2.0980e+07 4.0360e+07 1.6190e+07
-2.1000 2.8690e+07 1.5125e+07 4.2632e+07 1.6400e+07 4.1000e+07 2.4250e+07 3.4130e+07 2.5050e+07 3.2330e+07 2.6220e+07 2.9220e+07 3.6560e+07 2.1320e+07 4.1000e+07 1.6400e+07
-2.0000 2.9130e+07 1.5304e+07 4.3278e+07 1.6600e+07 4.1620e+07 2.4630e+07 3.4630e+07 2.5400e+07 3.2860e+07 2.6530e+07 2.9710e+07 3.7160e+07 2.1650e+07 4.1620e+07 1.6600e+07
-1.9000 2.9540e+07 1.5465e+07 4.3889e+07 1.6780e+07 4.2200e+07 2.4990e+07 3.5110e+07 2.5720e+07 3.3360e+07 2.6830e+07 3.0170e+07 3.7720e+07 2.1960e+07 4.2200e+07 1.6780e+07
-1.8000 2.9940e+07 1.5612e+07 4.4471e+07 1.6950e+07 4.2760e+07 2.5330e+07 3.5560e+07 2.6030e+07 3.3840e+07 2.7120e+07 3.0620e+07 3.8250e+07 2.2250e+07 4.2760e+07 1.6950e+07
-1.7000 3.0310e+07 1.5760e+07 4.5017e+07 1.7120e+07 4.3280e+07 2.5650e+07 3.5980e+07 2.6310e+07 3.4300e+07 2.7380e+07 3.1030e+07 3.8750e+07 2.2530e+07 4.3280e+07 1.7120e+07
-1.6000 3.0650e+07 1.5899e+07 4.5538e+07 1.7270e+07 4.3770e+07 2.5960e+07 3.6390e+07 2.6580e+07 3.4720e+07 2.7630e+07 3.1430e+07 3.9230e+07 2.2790e+07 4.3770e+07 1.7270e+07
-1.5000 3.0980e+07 1.6019e+07 4.6020e+07 1.7410e+07 4.4230e+07 2.6240e+07 3.6760e+07 2.6830e+07 3.5130e+07 2.7850e+07 3.1800e+07 3.9680e+07 2.3030e+07 4.4230e+07 1.7410e+07
-1.4000 3.1280e+07 1.6139e+07 4.6473e+07 1.7540e+07 4.4660e+07 2.6510e+07 3.7110e+07 2.7070e+07 3.5500e+07 2.8070e+07 3.2150e+07 4.0090e+07 2.3260e+07 4.4660e+07 1.7540e+07
-1.3000 3.1570e+07 1.6236e+07 4.6892e+07 1.7660e+07 4.5060e+07 2.6750e+07 3.7440e+07 2.7280e+07 3.5850e+07 2.8260e+07 3.2470e+07 4.0480e+07 2.3470e+07 4.5060e+07 1.7660e+07
-1.2000 3.1830e+07 1.6334e+07 4.7272e+07 1.7770e+07 4.5420e+07 2.6980e+07 3.7740e+07 2.7480e+07 3.6170e+07 2.8440e+07 3.2770e+07 4.0840e+07 2.3670e+07 4.5420e+07 1.7770e+07
-1.1000 3.2070e+07 1.6421e+07 4.7628e+07 1.7870e+07 4.5760e+07 2.7190e+07 3.8010e+07 2.7660e+07 3.6470e+07 2.8600e+07 3.3050e+07 4.1170e+07 2.3850e+07 4.5760e+07 1.7870e+07
-1.0000 3.2290e+07 1.6499e+07 4.7953e+07 1.7960e+07 4.6070e+07 2.7380e+07 3.8260e+07 2.7830e+07 3.6740e+07 2.8750e+07 3.3300e+07 4.1470e+07 2.4010e+07 4.6070e+07 1.7960e+07
-0.9000 3.2480e+07 1.6572e+07 4.8255e+07 1.8040e+07 4.6350e+07 2.7550e+07 3.8490e+07 2.7980e+07 3.6990e+07 2.8890e+07 3.3520e+07 4.1740e+07 2.4160e+07 4.6350e+07 1.8040e+07
-0.8000 3.2660e+07 1.6632e+07 4.8506e+07 1.8110e+07 4.6590e+07 2.7710e+07 3.8690e+07 2.8110e+07 3.7210e+07 2.9010e+07 3.3730e+07 4.1980e+07 2.4290e+07 4.6590e+07 1.8110e+07
-0.7000 3.2810e+07 1.6685e+07 4.8741e+07 1.8170e+07 4.6810e+07 2.7840e+07 3.8870e+07 2.8230e+07 3.7400e+07 2.9110e+07 3.3900e+07 4.2190e+07 2.4410e+07 4.6810e+07 1.8170e+07
-0.6000 3.2950e+07 1.6735e+07 4.8937e+07 1.8230e+07 4.7000e+07 2.7960e+07 3.9020e+07 2.8330e+07 3.7570e+07 2.9200e+07 3.4060e+07 4.2380e+07 2.4510e+07 4.7000e+07 1.8230e+07
-0.5000 3.3060e+07 1.6770e+07 4.9107e+07 1.8270e+07 4.7160e+07 2.8060e+07 3.9150e+07 2.8410e+07 3.7710e+07 2.9270e+07 3.4190e+07 4.2540e+07 2.4590e+07 4.7160e+07 1.8270e+07
-0.4000 3.3150e+07 1.6806e+07 4.9246e+07 1.8310e+07 4.7290e+07 2.8140e+07 3.9260e+07 2.8480e+07 3.7820e+07 2.9340e+07 3.4300e+07 4.2660e+07 2.4660e+07 4.7290e+07 1.8310e+07
-0.3000 3.3220e+07 1.6834e+07 4.9352e+07 1.8340e+07 4.7390e+07 2.8200e+07 3.9340e+07 2.8540e+07 3.7910e+07 2.9380e+07 3.4380e+07 4.2760e+07 2.4720e+07 4.7390e+07 1.8340e+07
-0.2000 3.3280e+07 1.6842e+07 4.9424e+07 1.8360e+07 4.7460e+07 2.8240e+07 3.9400e+07 2.8570e+07 3.7980e+07 2.9420e+07 3.4440e+07 4.2830e+07 2.4760e+07 4.7460e+07 1.8360e+07
-0.1000 3.3310e+07 1.6854e+07 4.9474e+07 1.8370e+07 4.7510e+07 2.8270e+07 3.9430e+07 2.8600e+07 3.8020e+07 2.9440e+07 3.4480e+07 4.2880e+07 2.4780e+07 4.7510e+07 1.8370e+07
0.0000 3.3320e+07 1.6861e+07 4.9484e+07 1.8380e+07 4.7520e+07 2.8280e+07 3.9440e+07 2.8600e+07 3.8030e+07 2.9440e+07 3.4490e+07 4.2890e+07 2.4790e+07 4.7520e+07 1.8380e+07
0.1000 3.3310e+07 1.6854e+07 4.9474e+07 1.8370e+07 4.7510e+07 2.8270e+07 3.9430e+07 2.8600e+07 3.8020e+07 2.9440e+07 3.4480e+07 4.2880e+07 2.4780e+07 4.7510e+07 1.8370e+07
0.2000 3.3280e+07 1.6842e+07 4.9424e+07 1.8360e+07 4.7460e+07 2.8240e+07 3.9400e+07 2.8570e+07 3.7980e+07 2.9420e+07 3.4440e+07 4.2830e+07 2.4760e+07 4.7460e+07 1.8360e+07
0.3000 3.3220e+07 1.6834e+07 4.9352e+07 1.8340e+07 4.7390e+07 2.8200e+07 3.9340e+07 2.8540e+07 3.7910e+07 2.9380e+07 3.4380e+07 4.2760e+07 2.4720e+07 4.7390e+07 1.8340e+07
0.4000 3.3150e+07 1.6806e+07 4.9246e+07 1.8310e+07 4.7290e+07 2.8140e+07 3.9260e+07 2.8480e+07 3.7820e+07 2.9340e+07 3.4300e+07 4.2660e+07 2.4660e+07 4.7290e+07 1.8310e+07
0.5000 3.3060e+07 1.6770e+07 4.9107e+07 1.8270e+07 4.7160e+07 2.8060e+07 3.9150e+07 2.8410e+07 3.7710e+07 2.9270e+07 3.4190e+07 4.2540e+07 2.4590e+07 4.7160e+07 1.8270e+07
0.6000 3.2950e+07 1.6735e+07 4.8937e+07 1.8230e+07 4.7000e+07 2.7960e+07 3.9020e+07 2.8330e+07 3.7570e+07 2.9200e+07 3.4060e+07 4.2380e+07 2.4510e+07 4.7000e+07 1.8230e+07
0.7000 3.2810e+07 1.6685e+07 4.8741e+07 1.8170e+07 4.6810e+07 2.7840e+07 3.8870e+07 2.8230e+07 3.7400e+07 2.9110e+07 3.3900e+07 4.2190e+07 2.4410e+07 4.6810e+07 1.8170e+07
0.8000 3.2660e+07 1.6632e+07 4.8506e+07 1.8110e+07 4.6590e+07 2.7710e+07 3.8690e+07 2.8110e+07 3.7210e+07 2.9010e+07 3.3730e+07 4.1980e+07 2.4290e+07 4.6590e+07 1.8110e+07
0.9000 3.2480e+07 1.6572e+07 4.8255e+07 1.8040e+07 4.6350e+07 2.7550e+07 3.8490e+07 2.7980e+07 3.6990e+07 2.8890e+07 3.3520e+07 4.1740e+07 2.4160e+07 4.6350e+07 1.8040e+07
1.0000 3.2290e+07 1.6499e+07 4.7953e+07 1.7960e+07 4.6070e+07 2.7380e+07 3.8260e+07 2.7830e+07 3.6740e+07 2.8750e+07 3.3300e+07 4.1470e+07 2.4010e+07 4.6070e+07 1.7960e+07
1.1000 3.2070e+07 1.6421e+07 4.7628e+07 1.7870e+07 4.5760e+07 2.7190e+07 3.8010e+07 2.7660e+07 3.6470e+07 2.8600e+07 3.3050e+07 4.1170e+07 2.3850e+07 4.5760e+07 1.7870e+07
1.2000 3.1830e+07 1.6334e+07 4.7272e+07 1.7770e+07 4.5420e+07 2.6980e+07 3.7740e+07 2.7480e+07 3.6170e+07 2.8440e+07 3.2770e+07 4.0840e+07 2.3670e+07 4.5420e+07 1.7770e+07
1.3000 3.1570e+07 1.6236e+07 4.6892e+07 1.7660e+07 4.5060e+07 2.6750e+07 3.7440e+07 2.7280e+07 3.5850e+07 2.8260e+07 3.2470e+07 4.0480e+07 2.3470e+07 4.5060e+07 1.7660e+07
1.4000 3.1280e+07 1.6139e+07 4.6473e+07 1.7540e+07 4.4660e+07 2.6510e+07 3.7110e+07 2.7070e+07 3.5500e+07 2.8070e+07 3.2150e+07 4.0090e+07 2.3260e+07 4.4660e+07 1.7540e+07
1.5000 3.0980e+07 1.6019e+07 4.6020e+07 1.7410e+07 4.4230e+07 2.6240e+07 3.6760e+07 2.6830e+07 3.5130e+07 2.7850e+07 3.1800e+07 3.9680e+07 2.3030e+07 4.4230e+07 1.7410e+07
1.6000 3.0650e+07 1.5899e+07 4.5538e+07 1.7270e+07 4.3770e+07 2.5960e+07 3.6390e+07 2.6580e+07 3.4720e+07 2.7630e+07 3.1430e+07 3.9230e+07 2.2790e+07 4.3770e+07 1.7270e+07
1.7000 3.0310e+07 1.5760e+07 4.5017e+07 1.7120e+07 4.3280e+07 2.5650e+07 3.5980e+07 2.6310e+07 3.4300e+07 2.7380e+07 3.1030e+07 3.8750e+07 2.2530e+07 4.3280e+07 1.7120e+07
1.8000 2.9940e+07 1.5612e+07 4.4471e+07 1.6950e+07 4.2760e+07 2.5330e+07 3.5560e+07 2.6030e+07 3.3840e+07 2.7120e+07 3.0620e+07 3.8250e+07 2.2250e+07 4.2760e+07 1.6950e+07
1.9000 2.9540e+07 1.5465e+07 4.3889e+07 1.6780e+07 4.2200e+07 2.4990e+07 3.5110e+07 2.5720e+07 3.3360e+07 2.6830e+07 3.0170e+07 3.7720e+07 2.1960e+07 4.2200e+07 1.6780e+07
2.0000 2.9130e+07 1.5304e+07 4.3278e+07 1.6600e+07 4.1620e+07 2.4630e+07 3.4630e+07 2.5400e+07 3.2860e+07 2.6530e+07 2.9710e+07 3.7160e+07 2.1650e+07 4.1620e+07 1.6600e+07
2.1000 2.8690e+07 1.5125e+07 4.2632e+07 1.6400e+07 4.1000e+07 2.4250e+07 3.4130e+07 2.5050e+07 3.2330e+07 2.6220e+07 2.9220e+07 3.6560e+07 2.1320e+07 4.1000e+07 1.6400e+07
2.2000 2.8230e+07 1.4938e+07 4.1960e+07 1.6190e+07 4.0360e+07 2.3850e+07 3.3600e+07 2.4690e+07 3.1770e+07 2.5880e+07 2.8700e+07 3.5940e+07 2.0980e+07 4.0360e+07 1.6190e+07
2.3000 2.7750e+07 1.4740e+07 4.1246e+07 1.5970e+07 3.9680e+07 2.3430e+07 3.3040e+07 2.4310e+07 3.1190e+07 2.5520e+07 2.8170e+07 3.5300e+07 2.0620e+07 3.9680e+07 1.5970e+07
2.4000 2.7250e+07 1.4531e+07 4.0504e+07 1.5740e+07 3.8970e+07 2.2990e+07 3.2460e+07 2.3910e+07 3.0590e+07 2.5140e+07 2.7610e+07 3.4620e+07 2.0240e+07 3.8970e+07 1.5740e+07
2.5000 2.6720e+07 1.4306e+07 3.9729e+07 1.5490e+07 3.8230e+07 2.2530e+07 3.1850e+07 2.3490e+07 2.9950e+07 2.4740e+07 2.7030e+07 3.3910e+07 1.9840e+07 3.8230e+07 1.5490e+07
2.6000 2.6170e+07 1.4074e+07 3.8919e+07 1.5230e+07 3.7450e+07 2.2060e+07 3.1220e+07 2.3050e+07 2.9300e+07 2.4320e+07 2.6420e+07 3.3180e+07 1.9430e+07 3.7450e+07 1.5230e+07
2.7000 2.5600e+07 1.3828e+07 3.8083e+07 1.4960e+07 3.6650e+07 2.1560e+07 3.0560e+07 2.2590e+07 2.8620e+07 2.3880e+07 2.5800e+07 3.2420e+07 1.9010e+07 3.6650e+07 1.4960e+07
2.8000 2.5010e+07 1.3564e+07 3.7203e+07 1.4670e+07 3.5810e+07 2.1050e+07 2.9870e+07 2.2110e+07 2.7910e+07 2.3420e+07 2.5150e+07 3.1630e+07 1.8560e+07 3.5810e+07 1.4670e+07
2.9000 2.4400e+07 1.3290e+07 3.6306e+07 1.4370e+07 3.4950e+07 2.0520e+07 2.9160e+07 2.1610e+07 2.7190e+07 2.2930e+07 2.4480e+07 3.0820e+07 1.8110e+07 3.4950e+07 1.4370e+07
3.0000 2.3760e+07 1.3009e+07 3.5374e+07 1.4060e+07 3.4050e+07 1.9970e+07 2.8430e+07 2.1090e+07 2.6440e+07 2.2430e+07 2.3790e+07 2.9980e+07 1.7630e+07 3.4050e+07 1.4060e+07
3.1000 2.3110e+07 1.2707e+07 3.4413e+07 1.3730e+07 3.3130e+07 1.9410e+07 2.7670e+07 2.0550e+07 2.5670e+07 2.1900e+07 2.3090e+07 2.9120e+07 1.7140e+07 3.3130e+07 1.3730e+07
3.2000 2.2430e+07 1.2395e+07 3.3415e+07 1.3390e+07 3.2170e+07 1.8820e+07 2.6880e+07 1.9990e+07 2.4880e+07 2.1350e+07 2.2360e+07 2.8230e+07 1.6640e+07 3.2170e+07 1.3390e+07
3.3000 2.1740e+07 1.2063e+07 3.2391e+07 1.3030e+07 3.1190e+07 1.8220e+07 2.6070e+07 1.9420e+07 2.4060e+07 2.0780e+07 2.1620e+07 2.7320e+07 1.6120e+07 3.1190e+07 1.3030e+07
3.4000 2.1030e+07 1.1722e+07 3.1344e+07 1.2660e+07 3.0180e+07 1.7610e+07 2.5250e+07 1.8820e+07 2.3230e+07 2.0180e+07 2.0860e+07 2.6380e+07 1.5590e+07 3.0180e+07 1.2660e+07
3.5000 2.0300e+07 1.1372e+07 3.0275e+07 1.2280e+07 2.9150e+07 1.6980e+07 2.4400e+07 1.8210e+07 2.2390e+07 1.9570e+07 2.0090e+07 2.5430e+07 1.5040e+07 2.9150e+07 1.2280e+07
3.6000 1.9560e+07 1.1009e+07 2.9182e+07 1.1890e+07 2.8100e+07 1.6340e+07 2.3530e+07 1.7580e+07 2.1530e+07 1.8940e+07 1.9300e+07 2.4470e+07 1.4490e+07 2.8100e+07 1.1890e+07
3.7000 1.8800e+07 1.0632e+07 2.8059e+07 1.1480e+07 2.7020e+07 1.5690e+07 2.2640e+07 1.6940e+07 2.0650e+07 1.8290e+07 1.8500e+07 2.3480e+07 1.3920e+07 2.7020e+07 1.1480e+07
3.8000 1.8020e+07 1.0244e+07 2.6924e+07 1.1060e+07 2.5920e+07 1.5020e+07 2.1740e+07 1.6280e+07 1.9760e+07 1.7610e+07 1.7690e+07 2.2480e+07 1.3340e+07 2.5920e+07 1.1060e+07
3.9000 1.7240e+07 9.8440e+06 2.5756e+07 1.0630e+07 2.4800e+07 1.4350e+07 2.0810e+07 1.5610e+07 1.8860e+07 1.6920e+07 1.6880e+07 2.1460e+07 1.2750e+07 2.4800e+07 1.0630e+07
4.0000 1.6440e+07 9.4389e+06 2.4588e+07 1.0190e+07 2.3670e+07 1.3670e+07 1.9880e+07 1.4930e+07 1.7950e+07 1.6220e+07 1.6050e+07 2.0440e+07 1.2160e+07 2.3670e+07 1.0190e+07
4.1000 1.5630e+07 9.0208e+06 2.3406e+07 9.7370e+06 2.2530e+07 1.2980e+07 1.8930e+07 1.4240e+07 1.7030e+07 1.5500e+07 1.5220e+07 1.9410e+07 1.1560e+07 2.2530e+07 9.7370e+06
4.2000 1.4820e+07 8.5927e+06 2.2206e+07 9.2780e+06 2.1370e+07 1.2290e+07 1.7980e+07 1.3530e+07 1.6110e+07 1.4760e+07 1.4390e+07 1.8370e+07 1.0960e+07 2.1370e+07 9.2780e+06
4.3000 1.4010e+07 8.1541e+06 2.1002e+07 8.8120e+06 2.0210e+07 1.1590e+07 1.7020e+07 1.2820e+07 1.5190e+07 1.4020e+07 1.3560e+07 1.7340e+07 1.0350e+07 2.0210e+07 8.8120e+06
4.4000 1.3190e+07 7.7189e+06 1.9805e+07 8.3400e+06 1.9050e+07 1.0900e+07 1.6060e+07 1.2110e+07 1.4280e+07 1.3260e+07 1.2740e+07 1.6300e+07 9.7450e+06 1.9050e+07 8.3400e+06
4.5000 1.2380e+07 7.2737e+06 1.8604e+07 7.8650e+06 1.7890e+07 1.0210e+07 1.5100e+07 1.1390e+07 1.3370e+07 1.2500e+07 1.1920e+07 1.5270e+07 9.1410e+06 1.7890e+07 7.8650e+06
4.6000 1.1570e+07 6.8286e+06 1.7404e+07 7.3870e+06 1.6730e+07 9.5270e+06 1.4140e+07 1.0670e+07 1.2470e+07 1.1740e+07 1.1110e+07 1.4250e+07 8.5400e+06 1.6730e+07 7.3870e+06
4.7000 1.0770e+07 6.3812e+06 1.6225e+07 6.9090e+06 1.5590e+07 8.8500e+06 1.3190e+07 9.9530e+06 1.1590e+07 1.0980e+07 1.0310e+07 1.3250e+07 7.9470e+06 1.5590e+07 6.9090e+06
4.8000 9.9830e+06 5.9342e+06 1.5048e+07 6.4330e+06 1.4450e+07 8.1840e+06 1.2250e+07 9.2390e+06 1.0730e+07 1.0220e+07 9.5250e+06 1.2260e+07 7.3610e+06 1.4450e+07 6.4330e+06
4.9000 9.2070e+06 5.4923e+06 1.3898e+07 5.9620e+06 1.3340e+07 7.5300e+06 1.1320e+07 8.5310e+06 9.8820e+06 9.4650e+06 8.7590e+06 1.1290e+07 6.7860e+06 1.3340e+07 5.9620e+06
5.0000 8.4470e+06 5.0556e+06 1.2771e+07 5.4970e+06 1.2250e+07 6.8910e+06 1.0410e+07 7.8320e+06 9.0610e+06 8.7220e+06 8.0120e+06 1.0340e+07 6.2230e+06 1.2250e+07 5.4970e+06
